Administrative,Informational,ProductRelated,ProductRelated_Duration,PageValues,VisitorType,Revenue
0.0,0.0,39.0,963.1666667,9.922972973,2.0,0
0.0,0.0,6.0,387.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
3.0,0.0,11.0,534.0,44.29661538,0.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,26.0,338.2333333,0.0,2.0,0
0.0,0.0,20.0,255.75,0.0,2.0,0
0.0,0.0,9.0,228.5,0.0,2.0,0
6.0,0.0,6.0,72.9,0.0,0.0,0
1.0,0.0,26.0,982.8333333,0.0,0.0,0
0.0,0.0,22.0,473.5,0.0,2.0,0
2.0,0.0,4.0,636.0,0.0,2.0,0
2.0,0.0,58.0,1806.504167,0.0,2.0,0
0.0,0.0,6.0,21.0,0.0,2.0,0
0.0,0.0,40.0,1111.245175,0.0,2.0,0
0.0,0.0,11.0,1055.5,0.0,2.0,0
0.0,0.0,7.0,59.0,0.0,2.0,0
0.0,0.0,2.0,23.0,0.0,2.0,0
0.0,0.0,5.0,25.0,0.0,2.0,0
10.0,2.0,51.0,2697.487879,3.099,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,3.0,115.0,0.0,2.0,0
0.0,0.0,15.0,272.3333333,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
1.0,0.0,16.0,895.8095238,32.14213333,2.0,1
0.0,0.0,16.0,200.0,0.0,2.0,0
10.0,2.0,26.0,607.9777778,4.9872375,2.0,0
4.0,0.0,28.0,615.8166667,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,6.0,1133.666667,0.0,2.0,0
0.0,0.0,5.0,131.5,0.0,2.0,0
0.0,0.0,30.0,2759.833333,0.0,2.0,0
0.0,0.0,42.0,1433.083333,0.0,2.0,0
5.0,0.0,15.0,743.6666667,19.4281,2.0,1
0.0,0.0,16.0,680.75,0.0,2.0,0
0.0,0.0,11.0,118.6666667,0.0,2.0,0
1.0,0.0,7.0,136.0,0.0,2.0,0
1.0,0.0,19.0,2236.9,19.59533333,2.0,1
0.0,0.0,29.0,2841.0,0.0,2.0,0
0.0,0.0,2.0,15.0,0.0,2.0,0
6.0,0.0,41.0,895.8333333,0.0,2.0,0
10.0,2.0,86.0,2559.541228,2.087782738,2.0,0
4.0,3.0,25.0,1161.767949,3.919126984,2.0,0
0.0,0.0,17.0,252.0,0.0,2.0,0
5.0,0.0,4.0,13.0,0.0,0.0,0
1.0,0.0,11.0,385.0,0.0,2.0,0
0.0,0.0,29.0,582.0,0.0,2.0,0
8.0,0.0,64.0,1550.211111,7.868950242,2.0,0
3.0,0.0,43.0,1738.25,0.0,2.0,0
2.0,0.0,17.0,176.6666667,0.0,2.0,0
0.0,0.0,2.0,3.0,0.0,2.0,0
10.0,0.0,24.0,304.5230769,0.0,2.0,0
0.0,0.0,9.0,268.5,0.0,2.0,0
2.0,0.0,14.0,101.25,0.0,2.0,0
8.0,4.0,14.0,361.5,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
3.0,0.0,41.0,492.6833333,0.0,2.0,0
6.0,0.0,18.0,397.6666667,12.55885714,2.0,1
0.0,0.0,5.0,73.0,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
0.0,0.0,67.0,4290.833333,0.0,2.0,0
1.0,1.0,36.0,2542.333333,33.44055556,2.0,0
8.0,2.0,62.0,3657.101515,9.027320816,2.0,1
0.0,0.0,10.0,60.0,0.0,2.0,0
0.0,0.0,18.0,920.0,0.0,2.0,0
3.0,2.0,34.0,670.422619,0.0,2.0,0
3.0,0.0,83.0,2101.466667,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0
5.0,0.0,11.0,578.3333333,0.0,2.0,0
0.0,0.0,2.0,3.0,0.0,2.0,0
0.0,0.0,7.0,82.0,0.0,2.0,0
4.0,0.0,16.0,502.5,71.944,2.0,1
0.0,0.0,5.0,465.5,0.0,2.0,0
12.0,6.0,52.0,1283.052597,12.07468889,2.0,0
0.0,0.0,23.0,226.2564103,0.0,2.0,0
10.0,0.0,46.0,1535.242063,9.001857143,2.0,0
3.0,0.0,24.0,762.3333333,0.0,2.0,0
0.0,0.0,3.0,0.0,0.0,2.0,0
0.0,0.0,16.0,177.5,0.0,2.0,0
0.0,0.0,7.0,80.0,0.0,2.0,0
0.0,0.0,34.0,1266.333333,0.0,2.0,0
6.0,1.0,39.0,1050.708333,13.40298256,2.0,1
9.0,1.0,14.0,212.8333333,0.0,2.0,0
0.0,0.0,35.0,1386.716667,14.96432,2.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,27.0,2514.25,31.40784,0.0,1
0.0,0.0,8.0,125.0,0.0,2.0,0
2.0,2.0,10.0,1968.25,0.0,0.0,0
0.0,0.0,9.0,300.0,0.0,2.0,0
1.0,2.0,37.0,1517.75,0.0,2.0,0
0.0,0.0,26.0,1056.666667,0.0,2.0,0
5.0,0.0,16.0,399.0,0.0,2.0,0
11.0,4.0,104.0,2743.819189,7.345321739,2.0,0
0.0,1.0,12.0,332.0,0.0,2.0,0
0.0,0.0,4.0,56.0,0.0,2.0,0
3.0,0.0,37.0,769.0,47.93128205,0.0,1
0.0,0.0,13.0,178.8333333,0.0,2.0,0
0.0,0.0,7.0,88.0,0.0,2.0,0
5.0,2.0,27.0,517.3928571,30.269375,0.0,1
5.0,1.0,37.0,1683.633333,4.744206349,2.0,0
0.0,1.0,12.0,833.0,34.4925,2.0,1
0.0,0.0,25.0,319.3333333,10.4445,2.0,1
2.0,0.0,20.0,733.5,0.0,2.0,0
0.0,0.0,6.0,224.0,0.0,2.0,0
0.0,0.0,11.0,822.0,0.0,2.0,0
0.0,0.0,14.0,838.55,55.23646154,2.0,1
2.0,0.0,44.0,2479.0,0.0,2.0,0
1.0,0.0,18.0,519.5,20.394,2.0,0
0.0,0.0,38.0,1035.935714,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
0.0,0.0,8.0,149.0,64.788,2.0,1
3.0,0.0,8.0,160.5,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
0.0,0.0,10.0,3.0,0.0,2.0,0
1.0,0.0,20.0,219.5,0.0,2.0,0
0.0,0.0,7.0,858.5,0.0,2.0,0
0.0,0.0,2.0,54.5,0.0,2.0,0
0.0,1.0,15.0,412.8333333,29.848,0.0,1
8.0,0.0,8.0,107.0,0.0,2.0,0
0.0,0.0,14.0,342.5,0.0,2.0,0
0.0,0.0,31.0,1138.504762,0.0,2.0,0
0.0,0.0,16.0,544.8333333,0.0,2.0,0
0.0,0.0,7.0,176.3333333,0.0,2.0,0
0.0,0.0,2.0,19.0,0.0,2.0,0
0.0,0.0,13.0,687.5,0.0,2.0,0
1.0,0.0,3.0,22.0,0.0,2.0,0
1.0,0.0,44.0,3227.5,28.53153488,2.0,1
0.0,0.0,39.0,440.6666667,0.0,2.0,0
0.0,0.0,3.0,65.0,0.0,2.0,0
1.0,3.0,22.0,2297.801282,18.99561538,2.0,1
0.0,0.0,6.0,28.0,0.0,2.0,0
0.0,0.0,10.0,22.5,0.0,2.0,0
0.0,0.0,15.0,194.0666667,0.0,2.0,0
3.0,0.0,56.0,2145.563492,13.11733918,2.0,1
0.0,0.0,33.0,1703.321429,0.0,2.0,0
0.0,0.0,15.0,1999.833333,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
14.0,3.0,115.0,3382.287999,0.0,2.0,0
3.0,0.0,13.0,2038.0,0.0,0.0,0
3.0,0.0,53.0,2409.068434,0.0,2.0,0
10.0,5.0,131.0,9487.940434,0.761076259,2.0,0
0.0,0.0,159.0,4668.052051,0.0,2.0,0
0.0,0.0,12.0,201.6666667,0.0,2.0,0
7.0,0.0,7.0,156.8333333,0.0,2.0,0
0.0,0.0,8.0,412.1666667,0.0,0.0,0
0.0,0.0,50.0,2617.233333,53.22881633,0.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,22.0,465.7051282,0.0,2.0,0
0.0,0.0,8.0,245.0,0.0,2.0,0
0.0,0.0,14.0,803.0,0.0,2.0,0
4.0,0.0,16.0,360.0,0.0,0.0,0
2.0,0.0,3.0,20.0,0.0,2.0,0
0.0,0.0,3.0,258.5,0.0,2.0,0
1.0,0.0,20.0,887.5833333,34.25336842,2.0,1
0.0,0.0,14.0,394.25,0.0,2.0,0
7.0,2.0,52.0,1941.083333,0.0,2.0,0
0.0,0.0,16.0,142.5,0.0,2.0,0
0.0,0.0,6.0,270.2142857,0.0,2.0,0
3.0,5.0,23.0,541.6666667,10.64805714,2.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
11.0,3.0,43.0,1090.060606,4.759935374,2.0,0
0.0,0.0,2.0,34.0,0.0,2.0,0
0.0,0.0,4.0,219.5,0.0,2.0,0
1.0,0.0,14.0,253.8,0.0,0.0,0
0.0,0.0,12.0,202.0,0.0,2.0,0
0.0,0.0,38.0,2259.533333,0.0,2.0,0
4.0,0.0,14.0,797.3333333,0.0,2.0,0
0.0,0.0,29.0,594.9666667,0.0,2.0,0
0.0,0.0,7.0,117.0,0.0,2.0,0
0.0,0.0,9.0,108.0,0.0,2.0,0
0.0,1.0,13.0,503.0,0.0,2.0,0
2.0,0.0,46.0,1425.75,0.0,2.0,0
6.0,0.0,8.0,188.5,0.0,0.0,0
0.0,0.0,20.0,1722.866667,0.0,2.0,0
0.0,0.0,6.0,313.0,0.0,2.0,0
10.0,0.0,35.0,1078.727778,39.75577236,2.0,0
6.0,1.0,62.0,2050.395743,17.07978235,2.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
4.0,0.0,32.0,1040.166667,0.0,2.0,0
1.0,0.0,65.0,1803.758333,5.38296875,2.0,0
0.0,0.0,12.0,136.5,0.0,2.0,0
5.0,0.0,68.0,2241.844444,0.0,2.0,0
2.0,0.0,19.0,482.5,0.0,0.0,0
0.0,0.0,25.0,1225.857143,0.0,2.0,0
2.0,0.0,10.0,573.1666667,0.0,2.0,0
0.0,0.0,16.0,507.8333333,0.0,2.0,0
0.0,0.0,5.0,108.0,0.0,2.0,0
0.0,0.0,11.0,458.5,0.0,2.0,0
0.0,0.0,4.0,25.0,0.0,2.0,0
0.0,0.0,10.0,724.0,97.98,0.0,1
0.0,0.0,5.0,93.5,0.0,2.0,0
0.0,0.0,19.0,196.5,0.0,2.0,0
4.0,0.0,47.0,483.3,5.466387755,2.0,0
0.0,0.0,37.0,511.1666667,0.0,2.0,0
5.0,0.0,94.0,2129.536752,0.0,2.0,0
0.0,0.0,16.0,480.3,0.0,2.0,0
0.0,0.0,13.0,143.0,0.0,2.0,0
5.0,0.0,22.0,352.8,0.0,0.0,0
0.0,0.0,6.0,657.5,0.0,2.0,0
3.0,0.0,37.0,1384.383333,0.0,2.0,0
4.0,2.0,16.0,1280.166667,39.81885714,0.0,1
0.0,0.0,5.0,95.5,0.0,2.0,0
1.0,0.0,115.0,1822.008117,0.0,2.0,0
6.0,0.0,31.0,1269.766667,29.77472727,0.0,0
0.0,0.0,10.0,149.6,0.0,2.0,0
1.0,0.0,23.0,1817.0,0.0,2.0,0
6.0,2.0,204.0,9143.435714,0.0,2.0,0
6.0,0.0,68.0,1080.15,0.0,0.0,0
0.0,0.0,7.0,316.25,0.0,2.0,0
0.0,0.0,40.0,1783.25,0.0,2.0,0
7.0,0.0,35.0,1384.533333,12.68583158,2.0,0
0.0,0.0,12.0,197.5,0.0,2.0,0
0.0,0.0,5.0,0.0,0.0,2.0,0
0.0,0.0,23.0,996.4380952,0.0,2.0,0
0.0,0.0,7.0,368.5,0.0,2.0,0
0.0,0.0,3.0,54.5,0.0,2.0,0
0.0,0.0,4.0,228.5,0.0,2.0,0
6.0,0.0,66.0,1285.548533,20.97239726,2.0,1
5.0,2.0,142.0,6223.870847,15.47720763,2.0,1
4.0,0.0,33.0,841.0333333,0.0,2.0,0
0.0,0.0,25.0,1250.5,0.0,2.0,0
14.0,2.0,31.0,699.5,22.58886486,2.0,1
2.0,2.0,50.0,1766.855952,12.83705128,2.0,0
5.0,0.0,24.0,567.45,0.0,2.0,0
0.0,0.0,5.0,90.66666667,0.0,2.0,0
0.0,0.0,14.0,158.5,0.0,2.0,0
0.0,0.0,24.0,981.1666667,0.0,2.0,0
1.0,0.0,19.0,1661.75,0.0,2.0,0
5.0,1.0,14.0,548.25,0.0,2.0,0
0.0,0.0,36.0,808.0833333,53.10142857,2.0,1
0.0,0.0,7.0,87.5,0.0,2.0,0
0.0,0.0,11.0,276.0,0.0,2.0,0
0.0,0.0,19.0,130.5,0.0,2.0,0
0.0,0.0,8.0,321.5,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0
2.0,0.0,23.0,1875.744689,0.0,2.0,0
0.0,0.0,3.0,117.0,0.0,2.0,0
0.0,0.0,48.0,4346.916667,0.0,2.0,0
1.0,0.0,45.0,884.3357143,18.12446087,2.0,0
0.0,1.0,41.0,1678.733333,0.0,2.0,0
0.0,0.0,24.0,325.8333333,0.0,2.0,0
3.0,0.0,19.0,436.0,49.54827273,2.0,1
0.0,0.0,3.0,27.0,0.0,2.0,0
0.0,1.0,14.0,549.5,43.252,0.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
1.0,0.0,55.0,4277.0,7.291757576,2.0,0
3.0,0.0,13.0,173.0,0.0,0.0,0
0.0,0.0,6.0,179.5,0.0,2.0,0
1.0,2.0,11.0,561.55,10.02085714,2.0,1
4.0,0.0,30.0,2136.0,0.0,0.0,0
4.0,2.0,43.0,2797.816667,0.0,2.0,0
1.0,0.0,28.0,643.875,0.0,0.0,0
0.0,2.0,32.0,898.8333333,0.0,2.0,0
0.0,0.0,31.0,453.0,0.0,2.0,0
8.0,0.0,28.0,888.0,0.0,2.0,0
12.0,0.0,206.0,9997.728571,26.02377063,2.0,0
0.0,0.0,16.0,588.3333333,0.0,2.0,0
5.0,6.0,102.0,5703.476786,0.0,2.0,0
8.0,0.0,83.0,1495.580952,82.12367816,0.0,1
0.0,0.0,6.0,66.5,0.0,2.0,0
3.0,0.0,2.0,134.0,0.0,2.0,0
1.0,0.0,22.0,2905.5,0.0,2.0,0
0.0,0.0,18.0,521.5,0.0,2.0,0
0.0,0.0,5.0,47.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,52.0,1192.317857,0.0,2.0,0
0.0,0.0,22.0,355.6666667,25.194,2.0,1
1.0,0.0,11.0,332.5,0.0,2.0,0
1.0,0.0,11.0,297.3,0.0,2.0,0
0.0,0.0,53.0,2309.995238,0.0,2.0,0
0.0,0.0,26.0,810.3713768,0.0,2.0,0
0.0,0.0,7.0,384.5,0.0,2.0,0
2.0,0.0,53.0,975.9722222,75.30864691,2.0,0
0.0,0.0,4.0,127.0,0.0,2.0,0
4.0,0.0,6.0,107.0,0.0,2.0,0
0.0,0.0,6.0,50.0,0.0,2.0,0
0.0,0.0,43.0,3382.083333,0.0,2.0,0
0.0,0.0,8.0,541.5,0.0,2.0,0
0.0,0.0,2.0,25.0,0.0,2.0,0
0.0,0.0,9.0,210.5,0.0,2.0,0
6.0,1.0,43.0,1343.097619,0.0,2.0,0
0.0,0.0,9.0,953.8333333,0.0,2.0,0
0.0,0.0,24.0,674.5,0.0,2.0,0
13.0,1.0,64.0,817.0163767,2.995465753,0.0,0
8.0,1.0,31.0,1124.916667,18.08584615,0.0,1
10.0,3.0,313.0,7428.181584,6.976504629,2.0,0
1.0,3.0,145.0,5577.826456,2.353444628,2.0,0
0.0,0.0,17.0,887.8333333,0.0,2.0,0
3.0,0.0,25.0,2765.2,0.0,2.0,0
0.0,2.0,4.0,145.0,0.0,2.0,0
10.0,4.0,60.0,3121.283333,13.71812571,2.0,0
0.0,1.0,57.0,1190.548851,17.16745965,2.0,1
0.0,0.0,18.0,410.9166667,0.0,2.0,0
0.0,0.0,25.0,710.5,0.0,2.0,0
0.0,0.0,9.0,319.6666667,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,5.0,91.0,0.0,2.0,0
0.0,0.0,6.0,191.0,0.0,2.0,0
2.0,0.0,20.0,401.5,0.0,2.0,0
0.0,0.0,7.0,117.5,0.0,2.0,0
3.0,2.0,85.0,1311.072012,0.0,2.0,0
0.0,0.0,4.0,157.0,0.0,2.0,0
5.0,1.0,17.0,414.3333333,0.0,2.0,0
1.0,0.0,54.0,1155.033333,0.0,2.0,0
2.0,0.0,97.0,1589.183333,0.0,2.0,0
0.0,0.0,2.0,233.5,0.0,2.0,0
0.0,0.0,28.0,1384.071429,11.01942857,2.0,1
0.0,0.0,1.0,0.0,0.0,2.0,0
4.0,1.0,21.0,452.8141026,0.0,2.0,0
2.0,0.0,30.0,1708.083333,16.1892,2.0,1
1.0,0.0,10.0,1057.0,0.0,0.0,0
2.0,0.0,61.0,3374.916667,0.0,2.0,0
3.0,7.0,83.0,5448.994444,0.0,2.0,0
3.0,0.0,21.0,654.5,0.0,2.0,0
1.0,0.0,17.0,389.0,9.297,2.0,0
0.0,0.0,11.0,1435.0,0.0,2.0,0
1.0,2.0,19.0,512.0666667,0.0,2.0,0
4.0,0.0,21.0,797.2952381,0.0,2.0,0
0.0,0.0,22.0,555.8666667,0.0,2.0,0
1.0,1.0,56.0,2954.759524,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
0.0,0.0,5.0,97.16666667,0.0,2.0,0
3.0,0.0,2.0,291.0,0.0,0.0,0
0.0,0.0,4.0,36.0,0.0,2.0,0
0.0,0.0,18.0,472.0,0.0,2.0,0
0.0,0.0,14.0,628.0,0.0,2.0,0
0.0,0.0,6.0,129.0,0.0,2.0,0
6.0,1.0,81.0,1141.061905,27.89977528,2.0,0
0.0,0.0,5.0,105.0,0.0,2.0,0
0.0,0.0,5.0,273.5,0.0,2.0,0
1.0,0.0,11.0,467.0,79.182,2.0,1
3.0,0.0,25.0,461.2222222,0.0,2.0,0
3.0,0.0,5.0,198.0,0.0,0.0,0
0.0,0.0,7.0,220.3333333,0.0,0.0,0
0.0,0.0,5.0,241.0,0.0,2.0,0
9.0,2.0,67.0,1783.122222,0.0,2.0,0
0.0,0.0,34.0,731.5238095,0.0,2.0,0
3.0,1.0,198.0,3057.809524,11.97910693,2.0,1
0.0,0.0,90.0,601.7901961,0.0,2.0,0
2.0,6.0,17.0,1370.067857,0.0,2.0,0
1.0,0.0,4.0,59.0,0.0,0.0,0
2.0,0.0,27.0,694.0,0.0,2.0,0
0.0,0.0,4.0,39.0,0.0,2.0,0
0.0,0.0,27.0,321.6666667,0.0,2.0,0
0.0,0.0,11.0,540.5,0.0,0.0,0
5.0,1.0,51.0,4977.85,15.35760339,2.0,1
0.0,0.0,20.0,1066.166667,0.0,2.0,0
5.0,0.0,48.0,1142.666667,0.0,2.0,0
3.0,0.0,25.0,1294.183333,0.0,2.0,0
5.0,0.0,26.0,1086.178571,5.981166667,2.0,0
0.0,0.0,14.0,221.5,0.0,2.0,0
3.0,0.0,59.0,754.2261905,0.0,0.0,0
2.0,0.0,22.0,432.5714286,0.0,2.0,0
3.0,0.0,19.0,1051.5,12.18,2.0,1
3.0,2.0,39.0,1101.333333,14.99642857,2.0,0
9.0,2.0,81.0,2477.666667,0.0,2.0,0
1.0,0.0,37.0,1501.166667,15.249,2.0,1
0.0,1.0,85.0,1736.447368,0.0,2.0,0
0.0,0.0,13.0,94.5,0.0,2.0,0
0.0,0.0,10.0,269.0,0.0,2.0,0
0.0,1.0,36.0,833.0833333,0.0,2.0,0
2.0,0.0,4.0,86.75,0.0,0.0,0
0.0,0.0,44.0,547.0,0.0,2.0,0
0.0,0.0,5.0,1474.5,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
4.0,0.0,11.0,787.0,0.0,2.0,0
0.0,0.0,3.0,17.0,0.0,2.0,0
0.0,0.0,7.0,323.5,0.0,0.0,0
0.0,2.0,62.0,813.0519481,9.311854839,2.0,0
0.0,0.0,11.0,2028.5,0.0,2.0,0
5.0,0.0,56.0,2220.871465,10.24598305,2.0,0
0.0,0.0,15.0,440.0,0.0,2.0,0
0.0,0.0,17.0,1356.0,0.0,2.0,0
0.0,0.0,6.0,399.0,0.0,2.0,0
0.0,0.0,13.0,231.5,0.0,2.0,0
7.0,2.0,11.0,438.5833333,0.0,2.0,0
0.0,0.0,5.0,164.0,0.0,2.0,0
0.0,0.0,8.0,347.6666667,0.0,2.0,0
1.0,2.0,6.0,64.0,0.0,2.0,0
1.0,2.0,57.0,2931.580303,0.0,2.0,0
0.0,1.0,63.0,1462.45,22.088,0.0,1
0.0,0.0,22.0,402.5,0.0,2.0,0
4.0,0.0,18.0,727.6190476,0.0,0.0,0
1.0,3.0,15.0,553.1666667,0.0,2.0,0
2.0,0.0,22.0,460.6666667,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
3.0,0.0,22.0,2837.166667,0.0,0.0,0
2.0,0.0,34.0,541.5,0.0,2.0,0
0.0,0.0,2.0,13.0,0.0,2.0,0
6.0,0.0,3.0,70.5,0.0,2.0,0
2.0,0.0,3.0,264.0,0.0,0.0,0
0.0,0.0,89.0,1638.888095,0.0,2.0,0
1.0,0.0,14.0,1383.5,9.407538462,2.0,1
0.0,0.0,5.0,215.0,0.0,2.0,0
8.0,0.0,26.0,1382.66514,0.0,2.0,0
4.0,1.0,42.0,352.5,0.0,2.0,0
0.0,0.0,41.0,1444.166667,0.0,2.0,0
3.0,0.0,16.0,250.0833333,0.0,0.0,0
0.0,0.0,15.0,327.5,0.0,2.0,0
3.0,0.0,48.0,1085.078571,0.0,2.0,0
0.0,0.0,58.0,2665.798039,0.0,2.0,0
0.0,0.0,5.0,164.0,0.0,2.0,0
1.0,0.0,20.0,816.5,0.0,2.0,0
6.0,1.0,25.0,2877.5,0.0,2.0,0
0.0,0.0,3.0,36.0,0.0,2.0,0
3.0,0.0,19.0,448.0333333,0.0,2.0,0
0.0,0.0,6.0,30.0,0.0,2.0,0
7.0,0.0,181.0,6842.002513,11.29607044,2.0,0
10.0,1.0,126.0,2645.833333,2.776907268,2.0,0
1.0,0.0,21.0,586.1892857,0.0,2.0,0
5.0,0.0,37.0,1133.016667,49.66307692,2.0,1
0.0,0.0,42.0,562.6666667,0.0,2.0,0
0.0,0.0,11.0,219.5,0.0,2.0,0
3.0,0.0,35.0,468.0,0.0,2.0,0
1.0,0.0,62.0,3000.250794,0.0,2.0,0
0.0,1.0,13.0,816.9545455,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,9.0,143.0,0.0,2.0,0
0.0,0.0,15.0,1861.5,0.0,2.0,0
0.0,0.0,6.0,815.0,0.0,2.0,0
4.0,0.0,6.0,165.5,0.0,2.0,0
11.0,0.0,26.0,1090.916667,19.55501935,2.0,0
0.0,0.0,8.0,133.0,0.0,2.0,0
0.0,0.0,9.0,83.0,0.0,2.0,0
0.0,0.0,7.0,24.0,0.0,2.0,0
1.0,0.0,25.0,533.0714286,0.0,2.0,0
0.0,0.0,13.0,303.4,239.98,2.0,1
0.0,0.0,31.0,516.4761905,0.0,2.0,0
0.0,0.0,5.0,72.5,0.0,2.0,0
1.0,0.0,34.0,652.9238095,0.0,2.0,0
2.0,1.0,79.0,3393.903571,0.0,2.0,0
0.0,0.0,11.0,210.0,0.0,2.0,0
0.0,0.0,10.0,466.5,0.0,0.0,0
2.0,0.0,28.0,2778.333333,5.569285714,2.0,0
2.0,0.0,10.0,677.5,0.0,2.0,0
3.0,0.0,23.0,908.4666667,25.61645833,2.0,0
0.0,0.0,22.0,346.8333333,12.55885714,2.0,1
8.0,0.0,25.0,481.1666667,0.0,2.0,0
7.0,1.0,22.0,661.6309524,0.0,2.0,0
0.0,0.0,13.0,324.0,0.0,0.0,0
0.0,0.0,11.0,185.0,0.0,2.0,0
1.0,1.0,26.0,670.1666667,0.0,2.0,0
0.0,0.0,15.0,183.8333333,0.0,2.0,0
0.0,2.0,106.0,5633.538274,0.0,2.0,0
0.0,0.0,5.0,17.0,0.0,2.0,0
1.0,0.0,12.0,936.0,26.22981818,2.0,1
2.0,0.0,42.0,1329.666667,80.04344186,2.0,1
0.0,0.0,1.0,24.0,0.0,2.0,0
0.0,0.0,26.0,1026.75,0.0,2.0,0
0.0,2.0,35.0,2068.928571,39.27145714,2.0,1
0.0,0.0,4.0,118.0,0.0,2.0,0
0.0,0.0,9.0,167.0,0.0,2.0,0
0.0,0.0,3.0,35.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,4.0,57.0,0.0,2.0,0
4.0,0.0,46.0,953.0686869,0.0,2.0,0
2.0,0.0,11.0,714.5,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,5.0,25.0,0.0,2.0,0
12.0,0.0,61.0,1797.298291,0.0,2.0,0
0.0,0.0,10.0,154.5,0.0,0.0,0
0.0,0.0,8.0,118.0,0.0,2.0,0
7.0,0.0,48.0,805.0992979,8.781144231,2.0,0
0.0,0.0,9.0,138.5,0.0,2.0,0
9.0,1.0,38.0,1190.616667,2.967493333,0.0,0
8.0,0.0,20.0,411.3888889,17.39171429,2.0,1
0.0,0.0,47.0,778.7619048,0.0,2.0,0
0.0,0.0,18.0,495.0,0.0,2.0,0
2.0,0.0,22.0,512.05,0.0,2.0,0
5.0,0.0,21.0,998.4,41.86896,2.0,1
4.0,2.0,30.0,1049.833333,0.0,2.0,0
2.0,0.0,12.0,472.9166667,0.0,0.0,0
17.0,4.0,157.0,5645.176455,2.917518089,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
3.0,0.0,6.0,1615.0,0.0,2.0,0
0.0,0.0,5.0,28.33333333,0.0,2.0,0
1.0,0.0,2.0,7.0,0.0,0.0,0
0.0,0.0,19.0,283.5,0.0,2.0,0
10.0,0.0,85.0,2694.833333,0.0,0.0,0
3.0,0.0,32.0,1130.84697,0.0,2.0,0
9.0,0.0,112.0,2478.622727,60.43385263,2.0,1
1.0,0.0,29.0,1714.4,0.0,2.0,0
0.0,0.0,46.0,2213.366667,0.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,0
4.0,0.0,22.0,739.5833333,0.0,0.0,0
16.0,1.0,74.0,3206.193407,10.67331708,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
4.0,4.0,17.0,1243.5,32.80852174,0.0,1
6.0,2.0,24.0,1448.333333,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,11.0,304.0,0.0,2.0,0
3.0,0.0,25.0,304.5,0.0,2.0,0
0.0,0.0,86.0,1699.666667,0.0,2.0,0
1.0,0.0,4.0,467.0,0.0,0.0,0
0.0,2.0,63.0,4833.925,0.0,2.0,0
2.0,1.0,109.0,3731.138116,0.0,2.0,0
0.0,0.0,2.0,20.0,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0
0.0,0.0,6.0,245.0,0.0,2.0,0
0.0,0.0,1.0,504.0,0.0,2.0,0
1.0,0.0,19.0,1263.333333,60.34235294,2.0,1
15.0,3.0,112.0,4509.823016,0.0,2.0,0
1.0,3.0,36.0,585.178355,0.0,2.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0
6.0,0.0,26.0,536.0,0.0,2.0,0
0.0,1.0,18.0,570.3333333,0.0,2.0,0
1.0,0.0,15.0,496.75,115.48625,2.0,1
5.0,0.0,85.0,2197.195238,13.77355814,2.0,0
0.0,0.0,4.0,72.66666667,0.0,2.0,0
4.0,3.0,23.0,542.3333333,25.41321429,2.0,1
0.0,0.0,10.0,342.1666667,51.176,2.0,1
